1961;Two Women;De Sica, Vittorio
1954;Gold of Naples, The;De Sica, Vittorio
1963;Yesterday, Today & Tomorrow;De Sica, Vittorio
1957;Legend of the Lost;Hathaway, Henry
1978;Brass Target;Hough, John
1964;Fall of the Roman Empire, The;Mann, Anthony
1961;El Cid;Mann, Anthony
1958;Desire under the Elms;Mann, Delbert
1953;Two Nights with Cleo;Mattoli, Mario
1959;Black Orchid, The;Ritt, Martin
1977;Angela;Sagal, Boris
1977;A Special Day;Scola, Ettore
1979;Blood Feud;Wertmuller, Lina
1986;RAD;Needham, Hal
1979;Cocaine Cowboys;Lommel, Ulli
1943;Ape Man, The;Beaudine, William
1986;Mission, The;Joffe, Roland
1991;Curly Sue;Hughes, John
1962;Lolita;Kubrick, Stanley
1989;Sex, Lies, and Videotape;Soderbergh, Steven
1990;Green Card;Weir, Peter
1988;Gator Bait II;Sebastian, Beverly
1979;Being There;Ashby, Hal
1983;Terms of Endearment;Brooks, James L.
1967;Woman Times Seven;De Sica, Vittorio
1968;Bliss of Mrs. Blossom, The;McGrath, Joseph
1990;Postcards from the Edge;Nichols, Mike
1970;Two Mules for Sister Sara;Siegel, Don
1939;Back Door to Heaven;Howard, William K.
1988;Ciao Italia, Madonna Live from Italy;De Winter, Harry
1991;Madonna, Truth or Dare;Keshishian, Alek
1992;A Certain Sacrifice;Lewicki, Steven Jon
1988;Hot to Trot;Dinner, Michael
1986;Fire with Fire;Gibbins, Duncan
1990;Hot Spot;Hopper, Dennis
1974;Amarcord;Fellini, Federico
1988;Casablanca Express;Martino, Sergio
1980;Out of the Blue;Hopper, Dennis
1949;Sands of Iwo Jima;Dwan, Allan
1981;Hand, The;Stone, Oliver
1989;Deep Cover;Loncraine, Richard
1955;Il Bidone;Fellini, Federico
1986;El Guerrero Solitario;Eastwood, Clint
1986;Heartbreak Ridge;Eastwood, Clint
1977;Goodbye Girl, The;Ross, Herbert
1991;Robin Hood: Prince of Thieves;Costner, Kevin
1992;White Sands;Donaldson, Roger
1986;Color of Money, The;Scorsese, Martin
1986;Children of a Lesser God;Haines, Randa
1986;Matador;Almodóvar, Pedro
1989;Women on the Verge of a Nervous Breakdown;Almodóvar, Pedro
1980;Pepi Luci Bom;Almodóvar, Pedro
1989;Forgotten, The;Keach, James
1990;After the Shock;Sherman, Gary
1992;Riff Raff;Loach, Ken
1967;Glory Stompers, The;Lanza, Anthony M.
1990;Dances with Wolves;Costner, Kevin
1987;Matewan;Sayles, John
1988;Mississippi Burning;Parker, Alan
1975;Eiger Sanction, The;Eastwood, Clint
1988;Unsettled Land;Barbash, Uri
1991;Cat Chaser;Ferrera, Abel
1988;Accused, The;Kaplan, Jonathan
1989;Winter People;Kotcheff, Ted
1983;Reuben, Reuben;Miller, Robert Ellis
1987;Made in Heaven;Rudolph, Alan
1986;Top Gun;Scott, Tony
1985;Witness;Weir, Peter
1984;Racing with the Moon;Benjamin, Richard
1983;Lovesick;Brickman, Marshall
1965;Greatest Story Ever Told, The;Stevens, George
1989;Hawks;Miller, Robert Ellis
1981;So Fine;Bergman, Andrew
1957;Paths of Glory;Kubrick, Stanley
1964;Tom Jones;Dassin, Jules
1975;Sunshine Boys, The;Ross, Herbert
1988;Caddyshack 2;Arkush, Allan
1990;Internal Affairs;Figgis, Mike
1991;JFK;Stone, Oliver
1991;New Jack City;Van Peebles, Mario
1987;Hope & Glory;Boorman, John
1970;Ryan's Daughter;Lean, David
1973;Man Who Loved Cat Dancing, The;Sarafian, Richard C.
1962;Man Who Shot Liberty Valance, The;Ford, John
1989;Dead-Bang;Frankenheimer, John
1988;Big Top Pee-wee;Kleiser, Randal
1960;Time Machine, The;Pal, George
1972;Cabaret;Fosse, Bob
1981;Arthur;Gordon, Steve
1976;A Matter of Time;Minnelli, Vincente
1977;New York, New York;Scorsese, Martin
1989;Nightmare on Elm Street, Pt. 5, The Dream Child;Hopkins, Stephen
1980;Fiendish Plot of Dr. Fu Manchu, The;Haggard, Piers
1991;Four American Composers;Greenaway, Peter
1950;Asphalt Jungle, The;Huston, John
1992;Ladies of the Chorus;Karlson, Phil
1953;How to Marry a Millionaire;Negulesco, Jean
1991;Nothing But Trouble;Aykroyd, Dan
1987;Wisdom;Estevez, Emilio
1986;One Crazy Summer;Holland, Savage Steve
1989;We're No Angels;Jordan, Neil
1984;No Small Affair;Schatzberg, Jerry
1990;Ghost;Zucker, Jerry
1986;About Last Night;Zwick, Edward
1982;Six Weeks;Bill, Tony
1948;Return of October;Lewis, Joseph H.
1952;Come Back, Little Sheba;Mann, Daniel
1974;Going Places;Blier, Bertrand
1970;Monte Walsh;Fraker, William A.
1955;Mr. Arkadin;Welles, Orson
1988;White of the Eye;Cammell, Donald
1968;Producers, The;Brooks, Mel
1976;Front, The;Ritt, Martin
1987;House of the Rising Sun;Gold, Greg
1988;In a Shallow Grave;Bowser, Kenneth
1974;Mc Q;Sturges, John
1941;Lady from Louisiana;Vorhaus, Bernard
1990;Wait Until Spring Bandini;Deruddere, Dominique
1940;Long Voyage Home, The;Ford, John
1955;Trouble with Harry, The;Hitchcock, Alfred
1987;Encounters;Marder, Bruce
1963;Hud;Ritt, Martin
1987;Surf Nazis Must Die;George, Peter
1956;Teahouse of the August Moon;Mann, Daniel
1970;Man Who Haunted Himself, The;Dearden, Basil
1991;Prisoner of Honor.;Russell, Ken
1923;Desert Rider;Bradbury, Robert N.
1980;Wholly Moses!;Weis, Gary
1991;Star Trek VI: The Undiscovered Country;Meyer, Nicholas
1989;Star Trek V: The Final Frontier;Shatner, William 
1991;Circuitry Man;Lovy, Steven
1986;Cobra;Cosmatos, George P.
1987;Beverly Hills Cop II;Scott, Tony
1950;To Joy;Bergman, Ingmar
1958;Vertigo;Hitchcock, Alfred
1987;Young Love: Lemon Popsicle Seven;Bennett, Walter
1946;Crack-Up;Reis, Irving
1941;Bury Me Not on the Lone Prairie;Taylor, Ray
1940;Law & Order;Taylor, Ray
1941;Man from Montana;Taylor, Ray
1992;Long Gray Line, The;Ford, John
1950;Rio Grande;Ford, John
1957;Wings of Eagles, The;Ford, John
1939;Jamaica Inn;Hitchcock, Alfred
1971;Big Jake;Sherman, George
1983;After the Rehearsal;Bergman, Ingmar
1952;Big Jim McLain;Ludwig, Edward
1969;Smith!;O'Herlihy, Michael
1953;Wild One, The;Benedek, Laslo
1929;Manxman, The;Hitchcock, Alfred
1978;International Velvet;Forbes, Bryan
1981;Scanners;Cronenberg, David
1986;Trick or Treat;Smith, Charles Martin
1982;48 Hrs.;Hill, Walter
1985;Trip to Bountiful, The;Masterson, Peter
1955;Mister Roberts;Ford, John
1969;Z;Costa-Gavras
1987;Maurice;Ivory, James
1969;Hamlet;Richardson, Tony
1991;La Femme Nikita;Besson, Luc
1993;Honeymoon in Vegas;Bergman, Andrew
1988;Going for the Gold;Taylor, Dan
1976;Shout at the Devil;Hunt, Peter R.
1986;A Smoky Mountain Christmas;Winkler, Henry
1984;Getting Physical;Stern, Steven Hilliard
1990;Torn Apart;Fisher, Jack
1986;From the Hip;Clark, Bob
1984;Ratings Game, The;DeVito, Danny
1986;Water;Clement, Dick
1978;Silent Movie;Brooks, Mel
1989;Pink Cadillac;Eastwood, Clint
1979;Jerk, The;Reiner, Carl
1980;Wild Times;Compton, Richard
1986;Sweet Liberty;Alda, Alan
1982;Grease II;Birch, Patricia
1989;Married to the Mob;Demme, Jonathan
1985;Ladyhawke;Donner, Richard
1989;Fabulous Baker Boys, The;Kloves, Steve
1985;Into the Night;Landis, John
1991;Russia House, The;Schepisi, Fred
1988;Tequila Sunrise;Towne, Robert
1971;Last Movie, The;Hopper, Dennis
1973;Dillinger;Milius, John
1988;Little Dorrit;Edzard, Christine
1927;My Best Girl;Taylor, Sam
1989;Seizure;Stone, Oliver
1990;A Chorus of Disapproval;Winner, Michael
1962;Rome Adventure;Daves, Delmer
1992;Drowning by Numbers;Greenaway, Peter
1991;Born to Ride;Baker, Graham
1988;Her Alibi;Beresford, Bruce
1990;Dangerous Pursuit;Stern, Sandor
1962;Experiment in Terror;Edwards, Blake
1972;Hideaways, The;Cook, Fielder
1965;What's New Pussycat;Donner, Clive
1965;What's New Pussycat?;Donner, Clive
1983;Packin' It In;Taylor, Jud
1988;Naked Gun: From the Files of Police Squad!, THe;Zucker, David
1990;In Too Deep;Tatoulis, Colin South, John
1988;Twins;Reitman, Ivan
1988;Experts, The;Thomas, Dave
1989;Naked Lie;Colla, Richard A.
1987;Mistress;Tuchner, Michael
1970;Adam at 6 A.M.;Scheerer, Robert
1990;Web of Deceit;Stern, Sandor
1991;New York Stories;Coppola, Francis Ford
1987;Dreams Lost, Dreams Found;Patterson, Willi
1987;Au Revoir les Enfants;Malle, Louis
1989;Quo Vadis;Rossi, Franco
1949;Fighting Kentuckian, The;Waggner, George
1974;Zardoz;Boorman, John
1989;Police Academy 6: City under Siege;Bonerz, Peter
1988;Police Academy 5: Assignment Miami Beach;Myerson, Alan
1986;Police Academy 3: Back in Training;Paris, Jerry
1991;America's Music, Blues;Walton, Kip
1977;Julia;Zinnemann, Fred
1971;Devils, The;Russell, Ken
1984;Ransom;Segal, Alex
1990;Cadillac Man;Donaldson, Roger
1986;Best of Times, The;Spottiswoode, Roger
1985;Death of a Salesman;Schlöndorff, Volker
1987;Empire of the Sun;Spielberg, Steven
1991;Comfort of Strangers, The;Schrader, Paul
1969;On Her Majesty's Secret Service;Hunt, Peter R.
1986;Pretty in Pink;Deutch, Howard
1943;Lone Star Trail, The;Taylor, Ray
1986;Summer;Rohmer, Eric
1987;Planes, Trains & Automobiles;Hughes, John
1990;Pretty Woman;Marshall, Garry
1991;Flatliners;Schumacher, Joel
1991;Hook;Spielberg, Steven
1940;Riders of Pasco Basin;Taylor, Ray
1990;Desperate Hours;Cimino, Michael
1986;Gung Ho;Howard, Ron
1992;Shooting Elizabeth;Taylor, Baz
1951;Strangers on a Train;Hitchcock, Alfred
1979;Sacketts, The;Totten, Robert
1991;To Die Standing;Morneau, Louis
1980;Rodeo Girl;Cooper, Jackie
1969;Butch Cassidy & the Sundance Kid;Hill, George Roy
1968;Hellfighters;McLaglen, Andrew V.
1980;Final Countdown, The;Taylor, Don
1986;Blue Velvet;Lynch, David
1976;Black & White in Color;Annaud, Jean-Jacques
1988;Another Woman;Allen, Woody
1992;Night on Earth;Jarmusch, Jim
1988;Permanent Record;Silver, Marisa
1992;Fisher King, The;Gilliam, Terry
1991;Another You;Phillips, Maurice
1958;Young Lions, The;Dmytryk, Edward
1988;Cheerleader Camp;Quinn, John
1947;Angel & the Badman;Grant, James Edward
1990;Impulse;Locke, Sondra
1988;Track Twenty-Nine;Roeg, Nicolas
1991;Freejack;Richardson, Tony
1988;Smallest Show on Earth, The;Dearden, Basil
1987;Innerspace;Dante, Joe
1988;Presidio, The;Hyams, Peter
1990;Joe Versus the Volcano;Patrick, John
1991;Doors, The;Stone, Oliver
1990;Welcome Home, Roxy Carmichael;Abrahams, Jim
1972;Cancel My Reservation;Bogart, Paul
1991;North by Northwest;Hitchcock, Alfred
1966;Russians Are Coming, the Russians Are, The;Jewison, Norman
1992;Exodus;Preminger, Otto
1982;Ballad of Narayama, The;Imamura, Shohei
1985;Out of the Darkness;Taylor, Jud
1971;Garden of the Finzi-Continis, The;De Sica, Vittorio
1974;Steppenwolf;Haines, Fred
1973;Mackintosh Man, The;Huston, John
1968;Partner;Bertolucci, Bernardo
1970;Conformist, The;Bertolucci, Bernardo
1971;Dirty Harry;Siegel, Don
1986;Ferris Bueller's Day Off;Hughes, John
1986;Legend;Scott, Ridley
1984;Buddy System, The;Jordan, Glenn
1989;A Dry White Season;Palcy, Euzhan
1975;Rocky Horror Picture Show, The;Sharman, Jim
1968;War & Peace;Bondarchuk, Sergei
1991;Going Under;Travis, Mark W.
1975;Passenger, The;Antonioni, Michelangelo
1973;Last Tango in Paris;Bertolucci, Bernardo
1987;Indigo Autumn & Lilac Dream;Gillard, Stuart
1924;Kriemhild's Revenge, The Nibelungenlied;Lang, Fritz
1966;Johnny Tiger;Wendkos, Paul
1986;Head Office;Finkleman, Ken
1972;Le Charme Discret de la Bourgeoisie;Bunuel, Luis
1986;Blue City;Manning, Michelle
1983;Bad Boys;Rosenthal, Rick
1986;Whoopee Boys, The;Byrum, John
1971;Last Picture Show, The;Bogdanovich, Peter
1988;Diamond Trap, The;Taylor, Don
1981;Endless Love;Zeffirelli, Franco
1976;Rocky;Avildsen, John G.
1988;Cocktail;Donaldson, Roger
1936;Sabotage;Hitchcock, Alfred
1977;Madame Rosa;Mizrahi, Moshe
1954;Desiree;Koster, Henry
1960;Spartacus;Kubrick, Stanley
1955;Guys & Dolls;Mankiewicz, Joseph L.
1992;Until They Sail;Wise, Robert
1988;Coming to America;Landis, John
1963;Lilies of the Field;Poitier, Sidney
1987;River's Edge;Hunter, Tim
1986;Ruthless People;Abrahams, Jim
1987;Secret of My Success, The;Ross, Herbert
1965;Shop on Main Street, The;Kadar, Jan
1988;Funny Farm;Hill, George Roy
1988;Lonely Passion of Judith Hearne, The;Clayton, Jack
1978;California Suite;Ross, Herbert
1986;Maximum Overdrive;King, Stephen
1985;Pale Rider;Eastwood, Clint
1990;Kissing Place, The;Wharmby, Tony
1986;French Lesson;Gilbert, Brian
1985;Roller Blade;Jackson, Donald G
1964;A Shot in the Dark;Edwards, Blake
1982;Missing;Costa-Gavras
1989;Picasso Trigger;Sidaris, Andy
1987;Hard Ticket to Hawaii;Sidaris, Andy
1990;Diamonds are Forever;Hamilton, Guy
1933;Baby Face;Green, Alfred E.
1992;Violent Men, The;Mate, Rudolph
1985;Cocoon;Howard, Ron
1986;Clockwise;Morahan, Christopher
1981;Outland;Hyams, Peter
1967;Hang 'em High;Post, Ted
1992;Basic Instinct;Verhoeven, Paul
1990;Total Recall;Verhoeven, Paul
1987;Stakeout;Badham, John
1992;Unnamable II, The Statement of Randolph Carter, The;Ouellette, Jean-Paul
1967;Trip, The;Corman, Roger
1987;Ironweed;Babenco, Hector
1979;Kramer vs. Kramer;Benton, Robert
1988;Still of the Night;Benton, Robert
1991;Defending Your Life;Brooks, Albert
1978;Deer Hunter, The;Cimino, Michael
1984;Falling in Love;Grosbard, Ulu
1986;Heartburn;Nichols, Mike
1983;Silkwood;Nichols, Mike
1982;Sophie's Choice;Pakula, Alan J.
1985;Out of Africa;Pollack, Sydney
1981;French Lieutenant's Woman, The;Reisz, Karel
1985;Plenty;Schepisi, Fred
1988;A Cry in the Dark;Schepisi, Fred
1989;She-Devil;Seidelman, Susan
1992;Death Becomes Her;Zemeckis, Robert
1970;On a Clear Day You Can See Forever;Minnelli, Vincente
1987;Nuts;Ritt, Martin
1983;Yentl;Streisand, Barbra
1968;Funny Girl;Wyler, William
1990;Fellow Traveller;Towns, Philip Saville
1970;Dodesukaden;Kurosawa, Akira
1987;Sicilian, The;Cimino, Michael
1941;So Ends Our Night;Cromwell, John
1984;Sword of the Valiant;Weeks, Stephen
1949;Devil's Wanton, The;Bergman, Ingmar
1989;Driving Miss Daisy;Beresford, Bruce
1983;Between Friends;Antonio, Lou
1957;Raintree County;Dmytryk, Edward
1975;Driver's Seat, The;Griffi, Giuseppe Patroni
1967;Reflections in a Golden Eye;Huston, John
1972;X, Y & Zee;Hutton, Brian G.
1968;Secret Ceremony;Losey, Joseph
1963;Cleopatra;Mankiewicz, Joseph L.
1950;Father of the Bride;Minnelli, Vincente
1992;Who's Afraid of Virginia Woolf?;Nichols, Mike
1977;A Little Night Music;Prince, Harold
1956;Giant;Stevens, George
1985;Rumor Mill, The;Trikonis, Gus
1943;Lassie Come Home;Wilcox, Fred M
1931;Cimarron;Ruggles, Wesley
1992;Apache Woman;Corman, Roger
1988;Mystic Pizza;Petrie, Donald
1991;Dogfight;Savoca, Nancy
1935;Adventures of Rex & Rinty, The;Beebe, Ford
1988;Daphnis & Chloe;Wimhurst, Jolyon
1980;Marathon;Cooper, Jackie
1948;Fort Apache;Ford, John
1937;Wee Willie Winkie;Ford, John
1987;Big Shots;Mandel, Robert
1988;Doin' Time on Planet Earth;Matthau, Charles
1983;All the Right Moves;Chapman, Michael
1987;Some Kind of Wonderful;Deutch, Howard
1990;All New Tales from the Crypt, A Trilogy;Deutch, Howard
1985;Back to the Future;Zemeckis, Robert
1963;Winter Light;Bergman, Ingmar
1963;Silence, The;Bergman, Ingmar
1959;Magician, The;Bergman, Ingmar
1961;Four Horsemen of the Apocalypse, The;Minnelli, Vincente
1986;Critical Condition;Apted, Michael
1989;Lean on Me;Avildsen, John G.
1986;On Wings of Eagles;McLaglen, Andrew V.
1941;Texas;Marshall, George
1939;Allegheny Uprising;Seiter, William A.
1940;Dark Command;Walsh, Raoul
1986;Peggy Sue Got Married;Coppola, Francis Ford
1989;Dear America, Letters Home from Vietnam;Couturie, Bill
1985;Prizzi's Honor;Huston, John
1983;Man with Two Brains, The;Reiner, Carl
1984;Crimes of Passion;Russell, Ken
1985;Jewel of the Nile, The;Teague, Lewis
1984;Romancing the Stone;Zemeckis, Robert 
1955;Sea Chase, The;Farrow, John
1988;Cannibal Women in the Avocado Jungle of Death;Lawton, J.F.
1986;Mr Love.;Battersby, Roy
1968;2001: A Space Odyssey;Kubrick, Stanley
1966;Persona;Bergman, Ingmar
1973;Scenes from a Marriage;Bergman, Ingmar
1968;Hour of the Wolf;Bergman, Ingmar
1969;Passion of Anna, The;Bergman, Ingmar
1984;Dangerous Moves;Dembo, Richard
1957;Sayonara;Logan, Joshua
1968;Where Eagles Dare;Hulton, Brian G.
1985;Teen Wolf;Daniel, Rod
1990;Amazon;Kaurismäki, Mika
1973;Paper Chase, The;Bridges, James
1959;Virgin Spring, The;Bergman, Ingmar
1970;Spider's Stratagem;Bertolucci, Bernardo
1971;Play Misty for Me;Eastwood, Clint
1981;Going Ape;Kronsberg, Jeremy Joe
1967;Cool Hand Luke;Rosenberg, Stuart
1988;Phantom of the Ritz;Plone, Allen
1990;Crash & Burn;Band, Charles
1991;After Dark My Sweet;Foley, James
1992;Christopher Columbus: The Discovery;Glen, John
1986;Young Sherlock Holmes;Levinson, Barry
1991;Doc Hollywood;Caton-Jones, Michael
1988;Baja Oklahoma;Roth, Bobby
1986;Aliens;Cameron, James
1992;Alien Three;Fincher, David
1997;Alien: resurrection;Jeunet, Jean-Pierre
1979;Alien;Scott, Ridley
1985;One Woman or Two;Vigne, Daniel
1984;Soggy Bottom U. S. A.;Flicker, Theodore J.
1973;Bang the Drum Slowly;Hancock, John D.
1974;Catamount Killing, The;Zanussi, Krzystoff
1972;Fuzz;Colla, Richard A.
1966;Shoot Loud, Louder, I Don't Understand!;De Filippo, Eduardo
1967;Bedazzled;Donen, Stanley
1977;Prince & the Pauper, The;Fleischer, Richard
1969;One Hundred Rifles;Gries, Tom
1975;Wild Party, The;Ivory, James
1968;Bandolero!;McLaglen, Andrew V.
1973;Last of Sheila, The;Ross, Herbert
1988;Bird;Eastwood, Clint
1987;Hell Comes to Frogtown;Jackson, Donald G
1966;Fortune Cookie, The;Wilder, Billy
1990;Sun Shines Bright, The;Ford, John
1987;Squeeze, The;Apted, Michael
1970;Start the Revolution Without Me;Yorkin, Bud
1989;Major League;Ward, David S.
1990;Bright Lights, Big City;Bridges, James
1987;Lost Boys, The;Schumacher, Joel
1989;Cookie;Seidelman, Susan
1974;Conversation, The;Coppola, Francis Ford
1973;American Graffiti;Lucas, George
1953;Dangerous When Wet;Walters, Charles
1980;Stir Crazy;Poitier, Sidney
1989;Young Einstein;Serious, Yahoo
1956;Killing, The;Kubrick, Stanley
1973;Cahill, United States Marshal;McLaglen, Andrew V.
1989;Savage Intruder, The;Wolfe, Donald
1992;Sheltering Sky, The;Bertolucci, Bernardo
1982;An Officer & a Gentleman;Hackford, Taylor
1987;Black Widow;Rafelson, Bob
1986;Legal Eagles;Reitman, Ivan
1970;Bloody Mama;Corman, Roger
1965;A Patch of Blue;Green, Guy
1955;I Died a Thousand Times;Heisler, Stuart
1977;Tentacles;Hellman, Oliver
1968;Scalphunters, The;Pollack, Sydney
1992;A Day in October;Madsen, Kenneth
1964;A Fistful of Dollars;Leone, Sergio
1985;My Science Project;Betnel, Jonathan
1991;Great Race, The;Edwards, Blake
1956;Searchers, The;Ford, John
1979;Meteor;Neame, Ronald
1955;Rebel Without a Cause;Ray, Nicholas
1961;West Side Story;Wise, Robert
1970;Trash;Morrissey, Paul
1966;A Big Hand for the Little Lady;Cook, Fielder
1966;A Fine Madness;Kershner, Irvin
1987;Glass Menagerie, The;Newman, Paul
1989;Harry & Son;Newman, Paul
1968;Rachel, Rachel;Newman, Paul
1961;Paris Blues;Ritt, Martin
1991;State of Grace;Joanou, Phil
1943;Shadow of a Doubt;Hitchcock, Alfred
1950;Men, The;Zinnemann, Fred
1950;Stage Fright;Hitchcock, Alfred
1947;Magic Town;Wellman, William
1975;That Lucky Touch;Miles, Christopher
1949;Lust for Gold;Simon, S. Sylvan
1987;Heat;Jameson, Jerry
1947;Night Is My Future;Bergman, Ingmar
1990;Witches, The;Roeg, Nicolas
1953;Vera Cruz;Aldrich, Robert
1954;Apache;Aldrich, Robert
1977;Twilight's Last Gleaming;Aldrich, Robert
1979;Frisco Kid, The;Aldrich, Robert
1954;Bank on the Stars;Allen, Craig
1987;Law of Desire;Almodóvar, Pedro
1966;Quiller Memorandum, The;Anderson, Michael
1962;Longest Day, The;Annakin, Ken
1986;Name of the Rose, The;Annaud, Jean-Jacques
1988;Bloodsport;Arnold, Newt
1986;Torment;Aslanian, Samson
1988;Pelle the Conqueror;August, Bille
1981;Taps;Becker, Harold
1991;Freshman, The;Bergman, Andrew
1987;Last Emperor, The;Bertolucci, Bernardo
1962;Grim Reaper, The;Bertolucci, Bernardo
1983;Le Dernier Combat;Besson, Luc
1989;Too Beautiful for You;Blier, Bertrand
1991;Fire, Ice & Dynamite;Bogner, Willy
1963;Heavens Above;Boulting, John
1961;One Eyed Jacks;Brando, Marlon
1937;Swing It, Sailor!;Cannon, Raymond
1987;Wolf at the Door, The;Carlsen, Henning
1936;Modern Times;Chaplin, Charles
1991;Thunderbolt & Lightfoot;Cimino, Michael
1931;A Nous la Liberte;Clair, Rene
1979;Scum;Clarke, Alan
1984;Inside Man, The;Clegg, Tom
1979;Apocalypse Now;Coppola, Francis Ford
1990;Bellboy & the Playgirls, The;Coppola, Francis Ford
1963;Terror, The;Corman, Roger
1963;Raven, The;Corman, Roger
1975;They Came from Within;Cronenberg, David
1986;Boy in Blue, The;Dale, Cynthia
1991;Killer Tomatoes Strike Back;De Bello, John
1979;Attack of the Killer Tomatoes;De Bello, John
1987;Untouchables, The;De Palma, Brian
1986;Wise Guys;De Palma, Brian
1989;American Autobahn;Degas, Andre
1990;Final Alliance, The;Di Leo, Mario
1984;Bounty, The;Donaldson, Roger
1974;Little Prince, The;Donen, Stanley
1975;Posse;Douglas, Kirk
1982;Firefox;Eastwood, Clint
1987;Penitentiary III;Fanaka, Jamaa
1993;Ginger & Fred;Fellini, Federico
1966;Wrong Box, The;Forbes, Bryan
1990;Wagonmaster;Ford, John
1945;They Were Expendable;Ford, John
1991;Last Hurrah, The;Ford, John
1949;Law of the Golden West;Ford, Philip
1949;Pioneer Marshal;Ford, Philip
1949;Ranger of the Cherokee Strip;Ford, Philip
1950;Vanishing Westerner;Ford, Philip
1948;Bandits of Dark Canyon;Ford, Philip
1948;Bold Frontiersman, The;Ford, Philip
1948;Wild Frontier, The;Ford, Philip
1968;Firemen's Ball, The;Forman, Milos
1983;Local Hero;Forsyth, Bill
1971;French Connection, The;Friedkin, William
1985;To Live & Die in L. A.;Friedkin, William
1961;Ferry to Hong Kong;Gilbert, Lewis
1983;Eddie Murphy, Delirious;Gower, Bruce
1984;Secret Policeman's Private Parts, The;Graef, Roger
1958;Up the Creek;Guest, Val
1982;Yol;Guney, Yilmaz
1989;Sara Dane;Hardy, Rod
1988;Night Tide;Harrington, Curtis
1953;His Majesty O'Keefe;Haskin, Byron
1960;North to Alaska;Hathaway, Henry
1966;Flight to Fury;Hellman, Monte
1966;Ride in the Whirlwind;Hellman, Monte
1970;Powderkeg;Heyes, Douglas
1953;I Confess;Hitchcock, Alfred
1935;Thirty-Nine Steps, The;Hitchcock, Alfred
1969;Topaz;Hitchcock, Alfred
1930;Murder;Hitchcock, Alfred
1954;Dial M for Murder;Hitchcock, Alfred
1937;Young & Innocent;Hitchcock, Alfred
1976;Creature from Black Lake;Houck, Joy, Jr.
1981;Chariots of Fire;Hudson, Hugh
1982;Monty Python Live at the Hollywood Bowl;Hughes, Terry
1975;Man Who Would Be King, The;Huston, John
1981;Victory;Huston, John
1970;Kelly's Heroes;Hutton, Brian G.
1989;Next of Kin;Irvin, John
1990;Chattahoochee;Jackson, Mick
1985;Angelic Conversation, The;Jarman, Derek
1986;Down by Law;Jarmusch, Jim
1984;Killing Fields, The;Joffe, Roland
1992;Survival Zone;Jones, Chris
1979;Monty Python's Life of Brian;Jones, Terry
1983;Monty Python's the Meaning of Life;Jones, Terry
1971;Red Tent, The;Kalatozov, Mikhail
1945;Dakota;Kane, Joseph
1952;Viva Zapata!;Kazan, Elia
1968;Green Berets, The;Kellogg, Ray
1990;Big Bad John;Kennedy, Burt
1937;Ticket of Leave Man, The;King, George
1956;D-Day, The Sixth of June;Koster, Henry
1974;Apprenticeship of Duddy Kravitz, The;Kotcheff, Ted
1971;A Clockwork Orange;Kubrick, Stanley
1991;Full Metal Jacket;Kubrick, Stanley
1943;Sanshiro Sugata;Kurosawa, Akira
1991;Rhapsody in August;Kurosawa, Akira
1946;No Regrets for Our Youth;Kurosawa, Akira
1960;Bad Sleep Well, The;Kurosawa, Akira
1951;Idiot, The;Kurosawa, Akira
1951;Rashomon;Kurosawa, Akira
1962;Sanjuro;Kurosawa, Akira
1955;Seven Samurai;Kurosawa, Akira
1957;Throne of Blood;Kurosawa, Akira
1961;Yojimbo;Kurosawa, Akira
1980;Kagemusha;Kurosawa, Akira
1952;Ikiru;Kurosawa, Akira
1987;Empire of Spiritual Ninja;Lambert, Bruce
1986;Ninja, the Violent Sorcerer;Lambert, Bruce
1926;Metropolis;Lang, Fritz
1946;Cloak & Dagger;Lang, Fritz
1920;Spiders;Lang, Fritz
1954;Human Desire;Lang, Fritz
1928;Spies;Lang, Fritz
1933;Testament of Dr. Mabuse, The;Lang, Fritz
1991;Fury;Lang, Fritz
1990;Mo' Better Blues;Lee, Spike
1989;Matt Talbot;Lennon, Biddy W.
1989;Will Rogers, Look Back in Laughter;Leo, Malcolm
1991;For a Few Dollars More;Leone, Sergio
1944;Thirty Seconds over Tokyo;LeRoy, Mervyn
1982;Class of 1984;Lester, Mark L.
1974;Juggernaut;Lester, Richard
1987;Good Morning, Vietnam;Levinson, Barry
1945;Blood on the Sun;Lloyd, Frank
1969;Paint Your Wagon;Logan, Joshua
1964;Ensign Pulver;Logan, Joshua
1976;Street People;Lucidi, Maurizio
1984;Manhunt, The;Ludman, Larry
1987;Operation Nam;Ludman, Larry
1944;Fighting Seabees, The;Ludwig, Edward
1988;Let It Rock;Lynch, David
1978;Eraserhead;Lynch, David
1955;Ladykillers, The;Mackendrick, Alexander
1957;Sweet Smell of Success;Mackendrick, Alexander
1971;And Now for Something Completely Different;MacNaughton, Ian
1984;Crackers;Malle, Louis
1991;Green Glove;Mate, Rudolph
1970;Menace on the Mountain;McEveety, Vincent
1940;In Old California;McGann, William
1967;Thirty Is a Dangerous Age, Cynthia;McGrath, Joseph
1980;Ffolkes;McLaglen, Andrew V.
1970;Chisum;McLaglen, Andrew V.
1990;Hunt for Red October, The;McTiernan, John
1966;Closely Watched Trains;Menzel, Jiri
1973;Executive Action;Miller, David
1942;Flying Tigers;Miller, David
1991;Father's Little Dividend;Minnelli, Vincente
1982;An Evening with Robin Williams;Mischer, Don
